0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	100.000000	0.015002	0.000000	0.000000	0.000000	0.000000
0.000000	100.000000	0.030005	0.000002	0.000000	0.000000	0.000000
0.000000	100.000000	0.045007	0.000007	0.000000	0.000000	0.000000
0.000000	100.000000	0.060009	0.000014	0.000000	0.000000	0.000000
0.000000	100.000000	0.075011	0.000023	0.000000	0.000000	0.000000
0.000000	100.000000	0.090014	0.000034	0.000000	0.000000	0.000000
0.000000	100.000000	0.105016	0.000047	0.000000	0.000000	0.000000
0.000000	100.000000	0.120018	0.000063	0.000000	0.000000	0.000000
0.000000	100.000000	0.135020	0.000081	0.000000	0.000000	0.000000
0.000000	100.000000	0.150023	0.000101	0.000000	0.000000	0.000000
0.000000	100.000000	0.165025	0.000124	0.000000	0.000000	0.000000
0.000000	100.000000	0.180027	0.000149	0.000000	0.000000	0.000000
0.000000	100.000000	0.195029	0.000176	0.000000	0.000000	0.000000
0.000000	100.000000	0.210032	0.000205	0.000000	0.000000	0.000000
0.000000	100.000000	0.225034	0.000236	0.000000	0.000000	0.000000
0.000000	100.000000	0.240036	0.000270	0.000000	0.000000	0.000000
0.000000	100.000000	0.255038	0.000306	0.000000	0.000000	0.000000
0.000000	100.000000	0.270041	0.000344	0.000000	0.000000	0.000000
0.000000	100.000000	0.285043	0.000385	0.000000	0.000000	0.000000
0.000000	100.000000	0.300045	0.000428	0.000000	0.000000	0.000000
0.000000	100.000000	0.315047	0.000473	0.000000	0.000000	0.000000
0.000000	100.000000	1.269414	0.001781	0.000001	0.000000	0.000000
0.000000	100.000000	1.284416	0.001971	0.000001	0.000000	0.000000
0.000000	100.000000	1.299419	0.002164	0.000002	0.000000	0.000000
0.000000	100.000000	1.314421	0.002359	0.000002	0.000000	0.000000
0.000000	100.000000	1.329423	0.002556	0.000002	0.000000	0.000000
0.000000	100.000000	1.344425	0.002755	0.000003	0.000000	0.000000
0.000000	100.000000	1.359428	0.002957	0.000003	0.000000	0.000000
0.000000	100.000000	1.374430	0.003161	0.000004	0.000000	0.000000
0.000000	100.000000	1.389432	0.003367	0.000004	0.000000	0.000000
0.000000	100.000000	1.404434	0.003576	0.000005	0.000000	0.000000
0.000000	100.000000	1.419437	0.003786	0.000005	0.000000	0.000000
0.000000	100.000000	1.434439	0.003999	0.000006	0.000000	0.000000
0.000000	100.000000	1.449441	0.004214	0.000006	0.000000	0.000000
0.000000	100.000000	1.464443	0.004432	0.000007	0.000000	0.000000
0.000000	100.000000	1.479446	0.004652	0.000008	0.000000	0.000000
0.000000	100.000000	1.494448	0.004874	0.000008	0.000000	0.000000
0.000000	100.000000	1.509450	0.005098	0.000009	0.000000	0.000000
0.000000	100.000000	1.524452	0.005324	0.000010	0.000000	0.000000
0.000000	100.000000	1.539455	0.005553	0.000011	0.000000	0.000000
0.000000	100.000000	1.554457	0.005784	0.000011	0.000000	0.000000
0.000000	100.000000	1.569459	0.006017	0.000012	0.000000	0.000000
0.000000	100.000000	1.584461	0.006253	0.000013	0.000000	0.000000
0.000000	100.000000	2.538828	0.019675	0.000048	0.000000	0.000000
0.000000	100.000000	2.553831	0.020056	0.000051	0.000000	0.000000
0.000000	100.000000	2.568833	0.020439	0.000054	0.000000	0.000000
0.000000	100.000000	2.583835	0.020825	0.000057	0.000000	0.000000
0.000000	100.000000	2.598837	0.021212	0.000060	0.000000	0.000000
0.000000	100.000000	2.613840	0.021602	0.000063	0.000000	0.000000
0.000000	100.000000	2.628842	0.021994	0.000066	0.000000	0.000000
0.000000	100.000000	2.643844	0.022389	0.000069	0.000000	0.000000
0.000000	100.000000	2.658846	0.022785	0.000073	0.000000	0.000000
0.000000	100.000000	2.673849	0.023184	0.000076	0.000000	0.000000
0.000000	100.000000	2.688851	0.023585	0.000080	0.000000	0.000000
0.000000	100.000000	2.703853	0.023989	0.000083	0.000000	0.000000
0.000000	100.000000	2.718855	0.024394	0.000087	0.000000	0.000000
0.000000	100.000000	2.733858	0.024802	0.000090	0.000000	0.000000
0.000000	100.000000	2.748860	0.025213	0.000094	0.000000	0.000000
0.000000	100.000000	2.763862	0.025625	0.000098	0.000000	0.000000
0.000000	100.000000	2.778864	0.026040	0.000102	0.000000	0.000000
0.000000	100.000000	2.793867	0.026456	0.000106	0.000000	0.000000
0.000000	100.000000	2.808869	0.026876	0.000110	0.000000	0.000000
0.000000	100.000000	2.823871	0.027297	0.000114	0.000000	0.000000
0.000000	100.000000	2.838873	0.027721	0.000118	0.000000	0.000000
0.000000	100.000000	2.853876	0.028147	0.000122	0.000000	0.000000
0.000000	100.000000	2.868878	0.028575	0.000126	0.000000	0.000000
0.000000	100.000000	3.823245	0.054256	0.000352	0.000001	0.000000
0.000000	100.000000	3.838247	0.054829	0.000360	0.000001	0.000000
0.000000	100.000000	3.853249	0.055405	0.000368	0.000001	0.000000
0.000000	100.000000	3.868252	0.055983	0.000376	0.000001	0.000000
0.000000	100.000000	3.883254	0.056563	0.000385	0.000001	0.000000
0.000000	100.000000	3.898256	0.057146	0.000393	0.000001	0.000000
0.000000	100.000000	3.913258	0.057731	0.000402	0.000001	0.000000
0.000000	100.000000	3.928261	0.058318	0.000411	0.000001	0.000000
0.000000	100.000000	3.740717	0.255228	0.007866	0.000102	0.000001
0.000000	100.000000	3.755719	0.255789	0.007905	0.000104	0.000001
0.000000	100.000000	3.770722	0.256353	0.007943	0.000105	0.000001
0.000000	100.000000	3.785724	0.256919	0.007981	0.000106	0.000001
0.000000	100.000000	3.800726	0.257486	0.008020	0.000107	0.000001
0.000000	100.000000	3.815728	0.258057	0.008059	0.000108	0.000001
0.000000	100.000000	3.988346	0.264131	0.008485	0.000121	0.000001
0.000000	100.000000	4.003348	0.264729	0.008525	0.000122	0.000001
0.000000	100.000000	4.018350	0.265330	0.008564	0.000123	0.000001
0.000000	100.000000	4.033353	0.265933	0.008604	0.000125	0.000001
0.000000	100.000000	4.048355	0.266538	0.008644	0.000126	0.000001
0.000000	100.000000	4.063357	0.267145	0.008684	0.000127	0.000001
0.000000	100.000000	4.078359	0.267755	0.008724	0.000129	0.000001
0.000000	100.000000	4.093362	0.268367	0.008764	0.000130	0.000001
0.000000	100.000000	5.047728	0.305734	0.011258	0.000209	0.000002
0.000000	100.000000	5.062731	0.306491	0.011304	0.000211	0.000002
0.000000	100.000000	5.077733	0.307250	0.011349	0.000212	0.000002
0.000000	100.000000	5.092735	0.308012	0.011396	0.000214	0.000002
0.000000	100.000000	5.107737	0.308776	0.011442	0.000216	0.000002
0.000000	100.000000	5.122740	0.309543	0.011488	0.000218	0.000002
0.000000	100.000000	5.137742	0.310311	0.011535	0.000219	0.000002
0.000000	100.000000	5.152744	0.311082	0.011581	0.000221	0.000002
0.000000	100.000000	5.167746	0.311855	0.011628	0.000223	0.000002
0.000000	100.000000	5.182749	0.312630	0.011675	0.000225	0.000002
0.000000	100.000000	5.197751	0.313408	0.011721	0.000226	0.000002
0.000000	100.000000	5.212753	0.314187	0.011768	0.000228	0.000002
0.000000	100.000000	5.227755	0.314970	0.011816	0.000230	0.000002
0.000000	100.000000	5.242758	0.315754	0.011863	0.000232	0.000002
0.000000	100.000000	5.257760	0.316540	0.011910	0.000233	0.000003
0.000000	100.000000	5.272762	0.317329	0.011958	0.000235	0.000003
0.000000	100.000000	5.287764	0.318120	0.012005	0.000237	0.000003
0.000000	100.000000	5.302767	0.318913	0.012053	0.000239	0.000003
0.000000	100.000000	5.317769	0.319709	0.012101	0.000241	0.000003
0.000000	100.000000	5.332771	0.320507	0.012149	0.000242	0.000003
0.000000	100.000000	5.347773	0.321307	0.012197	0.000244	0.000003
0.000000	100.000000	5.362776	0.322109	0.012245	0.000246	0.000003
0.000000	100.000000	5.377778	0.322914	0.012293	0.000248	0.000003
0.000000	100.000000	6.332145	0.372539	0.015285	0.000360	0.000005
0.000000	100.000000	6.347147	0.373489	0.015341	0.000362	0.000005
0.000000	100.000000	6.362149	0.374441	0.015397	0.000364	0.000005
0.000000	100.000000	6.377152	0.375395	0.015454	0.000367	0.000005
0.000000	100.000000	6.392154	0.376352	0.015510	0.000369	0.000005
